"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.astrocytes","log2fold_change","Auc"
"129","AGPS","hurdle",0.00402822427693286,4.871371,5.405663,0.534292,0.456
"5037","TOMM6","hurdle",0.269748151958846,5.366565,5.91586,0.549295000000001,0.455
"3994","RABGEF1","hurdle",0.00174509180506329,5.134505,6.168696,1.034191,0.455
"2227","ITGA10","hurdle",0.00130145908776183,1.199945,3.05759,1.857645,0.455
"1533","FAM18A","hurdle",0.00362246587881816,2.513457,3.555974,1.042517,0.455
"1186","DDX42","hurdle",0.0629516535499447,6.388793,7.627852,1.239059,0.455
"5474","ZNF331","hurdle",0.457216821658206,6.557635,7.134791,0.577156,0.454
"4327","SETDB2","hurdle",0.0904649235688913,4.075732,4.78322,0.707488,0.454
"4209","RSRC1","hurdle",0.0961183043180752,5.061602,5.569954,0.508352,0.454
"3731","PLEKHA3","hurdle",0.325429790864769,4.557559,5.366153,0.808593999999999,0.454
"1621","FDPS","hurdle",0.00665765681263878,5.378123,6.639242,1.261119,0.454
"1587","FANCE","hurdle",0.0274687551124785,1.563891,2.211716,0.647825,0.454
"639","C6orf1","hurdle",0.0203693606864918,4.094032,4.913237,0.819204999999999,0.454
"93","ADAT2","hurdle",0.308654627893813,3.489868,4.428644,0.938776,0.454
"4495","SLC9A1","hurdle",0.00631063478742229,2.277651,3.043548,0.765897,0.453
"4066","RELT","hurdle",0.00466322531548703,1.872056,3.146992,1.274936,0.453
"3954","PTTG2","hurdle",3.0471259021438e-09,-1.547289,2.390987,3.938276,0.453
"1101","CYB5D1","hurdle",0.0551578184453501,4.255839,4.980379,0.72454,0.453
"1062","CSTF1","hurdle",0.119205518215276,4.285999,4.824866,0.538867,0.453
"5246","UTP18","hurdle",0.138879741669538,4.502966,5.412782,0.909816,0.452
"4993","TMEM69","hurdle",0.0676110052898171,4.015404,5.286118,1.270714,0.452
"4173","RPL10","hurdle",0.10459693748865,5.131186,5.682519,0.551333000000001,0.452
"4097","RGS17","hurdle",0.0747269857589987,2.886738,3.727394,0.840656,0.452
"3871","PRKAG2","hurdle",0.271916351904939,5.118019,6.129682,1.011663,0.452
"3658","PGPEP1","hurdle",0.0941482260257842,2.607748,3.525988,0.91824,0.452
"3190","MRPS18A","hurdle",0.0108340611487442,4.681984,5.230183,0.548199,0.452
"962","CNDP2","hurdle",3.59415328153882e-06,6.076988,6.947085,0.870097,0.452
"486","C12orf32","hurdle",0.00174209667571993,3.396501,3.987145,0.590644,0.452
"146","AIMP2","hurdle",0.00260368245220047,3.26808,3.946972,0.678892,0.452
"5562","ZNF611","hurdle",0.0992310483772556,2.910165,4.098643,1.188478,0.451
"5252","VAMP4","hurdle",0.207308396055122,4.911692,5.459008,0.547315999999999,0.451
"3781","POLDIP3","hurdle",0.220000121160398,4.000526,5.06831,1.067784,0.451
"3471","ODF2","hurdle",0.279406008500526,4.15013,4.932415,0.782285,0.451
"2908","MAPK8IP3","hurdle",0.0351187657675241,2.710161,4.069835,1.359674,0.451
"2506","LOC100129550","hurdle",0.0423025235407337,2.632998,3.491232,0.858234,0.451
"2103","HSP90B1","hurdle",0.0953812912830084,7.852065,8.383021,0.530956,0.451
"72","ACRC","hurdle",0.041060513723391,3.013122,4.04044,1.027318,0.451
"52","ACAT2","hurdle",0.0292361934684216,5.605079,6.262307,0.657228,0.451
"4680","SRF","hurdle",0.00588645389326033,2.122873,3.511778,1.388905,0.45
"4051","RBMX2","hurdle",0.000292444961900681,3.782794,5.215228,1.432434,0.45
"3697","PIK3R2","hurdle",0.0129987384277634,2.104938,2.895052,0.790114,0.45
"3683","PIAS2","hurdle",0.20330617964652,6.206154,6.708517,0.502363,0.45
"1064","CSTF2T","hurdle",0.0936960238431036,4.129948,6.163187,2.033239,0.45
"875","CEP19","hurdle",0.0162469399879128,3.316938,4.483764,1.166826,0.45
"5599","ZNF766","hurdle",0.00120867935686929,3.464891,4.146729,0.681838,0.449
"5138","TTC33","hurdle",0.28805696354429,5.469147,6.134989,0.665842,0.449
"3975","QSER1","hurdle",0.281262655932629,5.103227,5.942968,0.839740999999999,0.449
"3509","OTUD5","hurdle",0.275483615436308,3.615,4.574453,0.959453,0.449
"3013","MGRN1","hurdle",0.171816650777873,2.83055,3.368183,0.537633,0.449
"2888","MAN2A1","hurdle",0.0103512779537619,5.3527,6.312356,0.959656000000001,0.449
"2748","LOC441666","hurdle",0.0274150442958362,3.1389,4.004646,0.865746,0.449
"1986","HEATR6","hurdle",0.321667198697567,4.747513,6.031005,1.283492,0.449
"1024","CPNE9","hurdle",0.00241993932261386,3.357899,3.864705,0.506806,0.449
"414","BEND5","hurdle",0.0257162421639727,1.384719,2.368633,0.983914,0.449
"24","ABCE1","hurdle",0.0572063384507426,5.973815,6.649245,0.67543,0.449
"5402","ZFP62","hurdle",0.0152087972474015,4.311963,5.489369,1.177406,0.448
"5099","TRMT1","hurdle",0.0408129158863439,2.498652,3.419104,0.920452,0.448
"681","C9orf129","hurdle",0.0001803208725927,0.4293608,1.8284743,1.3991135,0.448
"8","AAMP","hurdle",0.357181051921511,4.520267,5.059266,0.538999,0.448
"4946","TMEM145","hurdle",0.103231811708471,0.00838591,1.52315722,1.51477131,0.447
"4859","TFAM","hurdle",0.143278165803445,3.775254,5.544753,1.769499,0.447
"4363","SHISA5","hurdle",0.0335210777842399,4.106855,4.846056,0.739201,0.447
"3680","PI4K2A","hurdle",0.25664555896038,3.850735,5.019645,1.16891,0.447
"2691","LOC285359","hurdle",0.0172259488283681,1.537391,2.837618,1.300227,0.447
"2208","IPO11","hurdle",0.0107188712152575,4.206583,5.138032,0.931449,0.447
"1316","DYM","hurdle",0.198395310936449,4.365671,4.897709,0.532038,0.447
"1281","DPM3","hurdle",0.000452508836988288,2.670064,3.336283,0.666219,0.447
"918","CHURC1","hurdle",0.00368527173070045,6.040399,6.870007,0.829608,0.447
"2907","MAPK8","hurdle",0.126406922572206,2.805783,3.432097,0.626314,0.446
"2728","LOC400657","hurdle",0.0799916797790576,3.521197,4.520726,0.999529,0.446
"2334","KIAA1704","hurdle",0.169548604296452,4.03369,4.901607,0.867917,0.446
"1189","DDX55","hurdle",0.262262993101763,3.699095,4.538859,0.839764000000001,0.446
"5510","ZNF445","hurdle",0.280315543519142,3.493319,4.058708,0.565389,0.445
"5476","ZNF33B","hurdle",0.201998865416744,4.443553,5.153152,0.709599000000001,0.445
"5460","ZNF263","hurdle",0.0383717246074041,3.429301,4.36683,0.937529,0.445
"2294","KDM1A","hurdle",0.118963625463195,5.388044,5.976615,0.588571,0.445
"1313","DUSP28","hurdle",0.0184223431260576,1.834455,2.506055,0.6716,0.445
"215","ANKRD39","hurdle",0.00837045590665042,3.548547,4.319832,0.771285,0.445
"177","ALKBH1","hurdle",0.000175645091090702,3.66533,5.438228,1.772898,0.445
"51","ACAT1","hurdle",0.208703525893128,6.178195,7.077195,0.899,0.445
"4660","SPIN3","hurdle",0.201522623377847,3.954947,4.93698,0.982033,0.444
"1467","EXOC6B","hurdle",0.0151945954266373,3.455486,4.271252,0.815766,0.444
"335","ATG16L2","hurdle",0.000235488558056512,1.384719,2.577965,1.193246,0.444
"5537","ZNF540","hurdle",0.181799934380954,5.33838,5.865663,0.527283,0.443
"5528","ZNF512","hurdle",0.000891274036558257,5.442914,6.212657,0.769743,0.443
"5165","TXNDC12","hurdle",0.0320742642105258,4.857602,5.563079,0.705477,0.443
"298","ARMC10","hurdle",0.00688551948117388,3.173013,5.401815,2.228802,0.443
"4761","SUPV3L1","hurdle",0.0221481317261309,4.601926,5.413328,0.811402,0.442
"3475","OGDHL","hurdle",0.133027220026012,2.961731,3.722113,0.760382,0.442
"2952","MCTS1","hurdle",0.0682170130538805,5.008929,5.748063,0.739134,0.442
"1634","FGF17","hurdle",0.000417328449641965,0.2175785,0.8297841,0.6122056,0.442
"1351","EFNA1","hurdle",0.0508010736431491,4.772818,5.967719,1.194901,0.442
"967","CNNM2","hurdle",0.0826827490265994,2.946706,4.078125,1.131419,0.442
"4298","SEC24D","hurdle",0.0100097646201051,2.857579,3.765535,0.907956,0.441
"4018","RAP1B","hurdle",0.00101257490207592,3.730628,4.766219,1.035591,0.441
"3657","PGP","hurdle",0.0289548638231605,2.484849,3.109738,0.624889,0.441
"5372","ZBTB8OS","hurdle",0.192605580401102,3.826315,4.358913,0.532598,0.44
"2411","LCOR","hurdle",0.0734925993582099,6.878487,7.471308,0.592821,0.44
"2185","IMPA1","hurdle",0.0699497472335376,4.836246,5.801609,0.965363,0.44
"1471","EXTL2","hurdle",0.00548823865316617,5.711137,6.421712,0.710575,0.44
"367","ATXN2L","hurdle",0.0567327279370151,2.479059,3.05759,0.578531,0.44
"4615","SNX2","hurdle",0.263387816985991,6.424707,6.955547,0.53084,0.439
"2764","LOC645166","hurdle",0.00143145206925755,2.175378,3.051989,0.876611,0.439
"2321","KIAA0895","hurdle",4.22598599073408e-05,4.009792,5.414419,1.404627,0.439
"2184","IMP4","hurdle",0.00914712748959806,2.693256,3.201128,0.507872,0.439
"491","C12orf5","hurdle",0.0856929362224677,4.934508,5.588932,0.654424,0.439
"4523","SMNDC1","hurdle",0.00610072016799586,4.384378,5.093746,0.709368,0.438
"4510","SMAP1","hurdle",0.241508207651687,6.210179,6.733442,0.523263,0.438
"2251","JAGN1","hurdle",0.0676056984911407,3.054202,3.732654,0.678452,0.438
"870","CENPQ","hurdle",0.00589494385638146,2.332628,4.102712,1.770084,0.438
"4675","SPTSSA","hurdle",0.00886287400212266,4.132164,5.051569,0.919404999999999,0.437
"2386","KXD1","hurdle",0.002824606475726,3.748066,4.696137,0.948071,0.437
"779","CCDC6","hurdle",0.115410260624803,5.118019,6.063726,0.945707,0.437
"3542","PARL","hurdle",0.00683344709756343,3.954113,4.900828,0.946715,0.436
