"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.OPC","log2fold_change","Auc"
"897","LHFPL3","hurdle",8.10862262464858e-16,5.05771,8.05281,2.9951,0.952
"2011","XYLT1","hurdle",1.67378444061476e-14,3.64912,7.222822,3.573702,0.947
"1971","VCAN","hurdle",8.61038109145243e-13,6.279898,10.132271,3.852373,0.929
"134","B3GNT7","hurdle",4.96026316857393e-14,4.308547,6.500554,2.192007,0.917
"1335","PDGFRA","hurdle",2.55844846300641e-14,4.544714,8.933166,4.388452,0.914
"1034","LRRK2","hurdle",1.60651777933212e-10,5.185852,8.684515,3.498663,0.901
"781","IL1RAP","hurdle",2.01250687895224e-10,4.814996,7.724438,2.909442,0.895
"1467","PTPRZ1","hurdle",9.07751197566452e-07,8.761846,11.211983,2.450137,0.881
"1599","SEMA5A","hurdle",5.17068710662546e-08,6.308063,9.385,3.076937,0.88
"1481","RAB31","hurdle",2.53572439572325e-08,6.220198,8.942156,2.721958,0.874
"1066","MARCKS","hurdle",3.18939064346341e-05,9.337461,11.206601,1.86914,0.872
"1084","MEGF11","hurdle",1.79052867171842e-10,3.772075,8.116575,4.3445,0.869
"282","CCDC50","hurdle",2.29406933320577e-08,5.538485,8.31686,2.778375,0.869
"1891","TNR","hurdle",2.74897743895514e-09,3.338956,6.069435,2.730479,0.866
"1040","LUZP2","hurdle",2.73019650021957e-08,6.285035,9.257885,2.97285,0.865
"1314","PCDH15","hurdle",1.07508969050525e-09,4.823417,8.738805,3.915388,0.861
"398","CRISPLD2","hurdle",3.79811462874415e-10,5.970893,7.068957,1.098064,0.86
"614","FLJ43390","hurdle",3.05258109256478e-08,5.366054,9.211726,3.845672,0.855
"149","BLM","hurdle",1.19130743533981e-10,2.418781,7.369137,4.950356,0.854
"873","KLRC2","hurdle",5.29878860863543e-12,0.716395,3.375426,2.659031,0.851
"711","HAS2","hurdle",1.1128871181916e-13,-1.378404,6.914751,8.293155,0.85
"1730","SOX6","hurdle",1.43383918018433e-07,4.901604,7.739518,2.837914,0.843
"1575","SAPCD2","hurdle",6.81280269333592e-11,-0.8937797,3.2630344,4.1568141,0.837
"1269","OLIG1","hurdle",2.57001017741343e-07,4.334758,5.667388,1.33263,0.833
"1340","PDZD2","hurdle",1.84945527251101e-07,5.088527,8.667861,3.579334,0.83
"85","APOD","hurdle",3.93310248131998e-07,7.65142,8.846674,1.195254,0.83
"1160","MMP16","hurdle",3.01679450835839e-06,6.147287,8.895626,2.748339,0.828
"1346","PER2","hurdle",3.34527507901398e-05,7.507964,9.127536,1.619572,0.824
"378","COL9A1","hurdle",1.41343007321814e-07,2.606149,6.263452,3.657303,0.818
"1790","SULF2","hurdle",8.51549529583708e-07,4.651552,6.479152,1.8276,0.817
"243","CA10","hurdle",4.03246379179996e-08,3.944121,6.69488,2.750759,0.812
"605","FKBP5","hurdle",9.43096769881641e-07,5.49733,8.131228,2.633898,0.811
"45","AKAP13","hurdle",1.42014096379153e-05,6.378076,8.104977,1.726901,0.809
"829","KCNJ16","hurdle",6.9197247522951e-07,4.110387,5.990955,1.880568,0.805
"541","ETV1","hurdle",4.81612183420624e-06,4.651982,7.807641,3.155659,0.803
"1634","SKIL","hurdle",9.95368701051092e-05,7.618281,9.203865,1.585584,0.802
"374","COL11A1","hurdle",1.44056333202601e-05,6.418307,8.6161,2.197793,0.8
"1343","PELI1","hurdle",1.77962769204039e-05,5.744715,7.267723,1.523008,0.797
"767","IFI16","hurdle",5.48113252894848e-06,5.810892,7.503737,1.692845,0.797
"1384","PLEKHH2","hurdle",5.38445081904691e-06,5.3978,7.642172,2.244372,0.795
"249","CALCRL","hurdle",5.58923929570184e-08,2.991668,5.611107,2.619439,0.792
"224","C5orf64","hurdle",5.06653087646045e-08,3.537217,6.010979,2.473762,0.791
"696","GPR34","hurdle",8.34495763720882e-08,5.333593,6.912756,1.579163,0.79
"1197","MYT1","hurdle",3.78244257881287e-07,3.045671,5.167251,2.12158,0.787
"1375","PLAT","hurdle",4.05347764573415e-07,3.064524,5.245394,2.18087,0.786
"160","BTG3","hurdle",2.97418788544698e-05,3.492789,5.597928,2.105139,0.786
"394","CREB5","hurdle",0.00010973841689631,6.741957,8.758741,2.016784,0.783
"268","CBFB","hurdle",2.21124978571719e-05,5.696142,7.871666,2.175524,0.783
"853","KIAA1683","hurdle",5.86770307642845e-07,2.262021,5.133399,2.871378,0.782
"509","EGR1","hurdle",0.000677619442780573,9.872215,11.319321,1.447106,0.782
"1613","SEZ6L","hurdle",3.1921280235767e-06,6.375541,7.661303,1.285762,0.779
"1362","PID1","hurdle",1.38128537322722e-06,4.398146,6.276952,1.878806,0.779
"1958","USP24","hurdle",0.000241146278577493,7.106279,8.894952,1.788673,0.774
"818","JUND","hurdle",0.00247736437766582,5.409289,6.166358,0.757069,0.774
"215","C3orf70","hurdle",0.000161490269045396,7.416136,9.510303,2.094167,0.773
"1801","TAB2","hurdle",3.74122098937102e-05,5.696038,6.379667,0.683629000000001,0.772
"1498","RASSF2","hurdle",2.36548724322391e-05,6.498125,7.389834,0.891709,0.772
"730","HLA-DRA","hurdle",8.73569075780965e-08,3.062585,5.213347,2.150762,0.772
"191","C1orf129","hurdle",1.09251216554819e-12,-2.824203,5.47357,8.297773,0.772
"73","ANXA5","hurdle",0.00010237196263566,6.948376,8.638195,1.689819,0.77
"2117","ZSWIM6","hurdle",0.000355958093322478,5.823351,7.559611,1.73626,0.768
"1392","PMP2","hurdle",0.000172072731550245,7.197749,9.173927,1.976178,0.768
"573","FAM5C","hurdle",3.42524672170116e-07,4.83539,5.77815,0.94276,0.767
"2032","ZFP36L2","hurdle",0.000214080824843825,6.853815,8.272967,1.419152,0.764
"1811","TANC1","hurdle",9.01493355118042e-05,4.690785,6.275918,1.585133,0.764
"435","DAB2","hurdle",6.89441172455351e-06,4.664819,5.489714,0.824895000000001,0.764
"403","CRY1","hurdle",0.00027576389478879,4.845011,5.832609,0.987597999999999,0.763
"141","BCHE","hurdle",1.32989672995394e-05,4.35655,7.24993,2.89338,0.763
"206","C2orf77","hurdle",1.06905110066115e-05,3.020588,6.197271,3.176683,0.762
"900","LIMA1","hurdle",0.000322367091676699,5.611586,7.352068,1.740482,0.761
"817","JUN","hurdle",0.000578743985545146,5.296402,6.90876,1.612358,0.761
"1298","PAN3","hurdle",0.000521804585343257,7.742545,9.224511,1.481966,0.759
"492","DUSP10","hurdle",0.000233081600911536,6.336223,7.645779,1.309556,0.759
"1598","SEMA3E","hurdle",3.66032527049475e-06,3.287313,6.035624,2.748311,0.758
"488","DSEL","hurdle",0.000664464825916696,6.302597,7.792176,1.489579,0.754
"332","CHD1","hurdle",0.000694163234283709,7.251609,9.401211,2.149602,0.753
"1356","PHLDA1","hurdle",0.000339493258305131,5.864367,8.020455,2.156088,0.752
"387","CPNE3","hurdle",0.000729990030001488,6.180371,8.144318,1.963947,0.751
"810","ITGB8","hurdle",0.00129037824635962,8.380622,9.556698,1.176076,0.75
"698","GPSM2","hurdle",2.03596348287823e-05,4.508851,7.937881,3.42903,0.747
"2005","XIST","hurdle",2.29873787598554e-06,6.782425,7.825065,1.04264,0.744
"105","ARL4A","hurdle",7.20426862908849e-05,5.606604,7.417759,1.811155,0.744
"37","AFAP1L2","hurdle",8.39850446101545e-05,3.655137,5.980838,2.325701,0.744
"1602","SEPT2","hurdle",0.00234889755133012,7.578947,9.189934,1.610987,0.743
"1259","NUP153","hurdle",0.000288712024582347,5.622595,7.892728,2.270133,0.743
"1010","LPPR1","hurdle",0.000878006371128085,5.935486,7.88529,1.949804,0.742
"334","CHD7","hurdle",0.000317716480728712,6.289877,7.267723,0.977846,0.742
"1955","UHRF1BP1L","hurdle",0.00117181132978433,5.260485,7.423373,2.162888,0.741
"1621","SH2B3","hurdle",4.159451410947e-05,5.447309,6.274883,0.827574,0.741
"1153","MKLN1","hurdle",0.00192264732690325,7.616217,9.077528,1.461311,0.741
"510","EGR2","hurdle",0.000221306587344765,5.913244,7.752213,1.838969,0.741
"487","DSCAM","hurdle",0.00110185824676486,4.946454,6.489893,1.543439,0.739
"1009","LPL","hurdle",1.032482854562e-05,5.232158,7.611353,2.379195,0.737
"1623","SH2D4A","hurdle",9.79121117290034e-08,0.4538209,4.627088,4.1732671,0.736
"1950","UGDH","hurdle",0.000419797871100161,4.48323,6.464705,1.981475,0.733
"1659","SLC35F1","hurdle",0.00257477055091025,8.057651,9.491942,1.434291,0.733
"882","LAMB4","hurdle",2.53889369290078e-07,0.3892781,5.2347908,4.8455127,0.732
"702","GRIA4","hurdle",0.00296518292337955,6.925888,8.534152,1.608264,0.729
"543","ETV5","hurdle",0.00180757847723621,6.422975,8.11513,1.692155,0.728
"438","DBI","hurdle",0.000711836228776059,6.735937,7.382648,0.646711,0.728
"1214","NCKAP5","hurdle",0.00177110765374709,4.845575,6.322729,1.477154,0.725
"464","DISC1","hurdle",4.27903453295628e-06,1.262809,3.973713,2.710904,0.725
"1409","PPAPDC1A","hurdle",9.13497743579417e-05,3.134492,3.765535,0.631043,0.724
"108","ARRDC4","hurdle",7.09339796113688e-05,1.878442,5.337473,3.459031,0.724
"1857","TMED5","hurdle",0.00298794557765207,6.376451,8.002753,1.626302,0.723
"1035","LRRN1","hurdle",9.08964907013418e-05,3.147355,6.5781,3.430745,0.722
"827","KCNH8","hurdle",0.00134246162140488,4.605905,6.42701,1.821105,0.72
"532","EPN2","hurdle",0.00542897211305447,4.487331,5.262199,0.774868,0.72
"256","CASK","hurdle",0.00432621277449527,5.317152,6.908092,1.59094,0.719
"733","HMGCS1","hurdle",0.0283464367242044,8.24142,9.32065,1.07923,0.718
"1894","TPST1","hurdle",0.00131638286976368,3.64912,5.531901,1.882781,0.714
"1747","SPRED1","hurdle",0.00676733295807417,6.558704,7.271878,0.713174,0.714
"1626","SH3KBP1","hurdle",1.36647775981956e-05,4.940132,5.584629,0.644496999999999,0.714
"1180","MS4A7","hurdle",2.60316237814345e-05,4.196604,8.050997,3.854393,0.714
"209","C3AR1","hurdle",1.75567135243385e-05,5.52517,6.303578,0.778408,0.714
"27","ADAM28","hurdle",3.17516422074271e-05,4.171335,8.438977,4.267642,0.714
"2014","ZBED6","hurdle",0.00264700364060332,4.102545,5.287045,1.1845,0.713
"1774","STAT3","hurdle",0.00579355670132766,5.985379,7.041233,1.055854,0.713
"1518","RGS1","hurdle",2.21759716282057e-05,6.249541,10.27992,4.030379,0.713
"1840","THBS2","hurdle",0.000970767131409969,4.656059,5.894548,1.238489,0.711
"1746","SPP1","hurdle",0.00205740636910306,9.101378,9.992608,0.89123,0.71
"732","HMGCR","hurdle",0.00583937250874152,6.074508,8.183994,2.109486,0.71
"1337","PDLIM5","hurdle",0.00542071774067454,6.387207,7.973075,1.585868,0.709
"664","GFRA1","hurdle",0.000576971754135516,2.949622,6.248771,3.299149,0.709
"8","ABCC4","hurdle",0.000102624902877519,3.261627,6.37388,3.112253,0.708
"1832","TEK","hurdle",0.000582132896315581,2.616759,5.024339,2.40758,0.707
"1289","P2RX7","hurdle",0.00766458407974836,5.795506,6.726256,0.930750000000001,0.706
"764","IDI1","hurdle",0.020918785292317,8.122236,9.172678,1.050442,0.706
"640","GAB1","hurdle",0.00338491646604193,5.805588,7.069554,1.263966,0.706
"482","DOCK10","hurdle",0.00725334193261249,7.119823,8.574026,1.454203,0.705
"450","DENND4A","hurdle",0.0166853660000456,6.662896,7.652964,0.990068,0.705
"399","CRK","hurdle",0.00273625139542458,5.532076,7.89845,2.366374,0.705
"1068","MATN2","hurdle",0.00117260533778085,3.850209,5.684632,1.834423,0.703
"727","HIP1","hurdle",0.00294628861383315,5.254128,5.812783,0.558655,0.703
"406","CSMD1","hurdle",0.00152372635552738,6.609778,7.632511,1.022733,0.703
"1063","MARCH1","hurdle",0.00366950730168552,5.211307,6.165242,0.953935,0.702
"533","EPS8","hurdle",0.011163157063967,6.273975,7.469777,1.195802,0.702
"1787","SUCLG2","hurdle",0.00113878418312681,3.640914,5.429616,1.788702,0.701
"1052","MAML2","hurdle",0.00609598918648321,3.819155,5.167251,1.348096,0.701
"128","AXL","hurdle",0.00487902154213597,8.933853,9.805995,0.872142,0.701
"710","HAPLN1","hurdle",0.000853858541893564,4.421532,6.739818,2.318286,0.7
"672","GLCCI1","hurdle",0.00552936266793562,4.648754,6.877744,2.22899,0.7
"540","ETNK1","hurdle",0.0152026842460107,8.804248,10.118782,1.314534,0.7
"1841","THUMPD2","hurdle",0.0035800510451735,4.924025,6.701826,1.777801,0.699
"1290","P2RY12","hurdle",0.000285458896928946,5.070631,7.695731,2.6251,0.699
"1381","PLEK","hurdle",0.000324138947863136,5.899188,7.353049,1.453861,0.698
"641","GAB3","hurdle",2.12416349748858e-05,1.728349,7.32333,5.594981,0.698
"317","CECR1","hurdle",0.0035199720680944,3.307101,5.540537,2.233436,0.698
"1483","RAB3IP","hurdle",0.00868948117638666,6.255069,7.877472,1.622403,0.697
"1249","NSMAF","hurdle",0.00508592691966102,5.698017,7.32333,1.625313,0.697
"363","CMYA5","hurdle",0.00880917226520963,5.980253,7.357454,1.377201,0.697
"208","C3","hurdle",0.000461686167869939,5.906954,6.552712,0.645758,0.697
"1793","SUSD5","hurdle",0.000362788240289917,3.968488,4.508851,0.540363,0.696
"808","ITGAM","hurdle",4.94036806121527e-05,2.627292,4.553907,1.926615,0.696
"365","CNN3","hurdle",0.0138818364364375,7.217997,8.744983,1.526986,0.696
"584","FBXL3","hurdle",0.00769585905251497,5.057872,5.913288,0.855416,0.695
"1886","TNFRSF21","hurdle",0.00239300038832113,3.785069,5.297273,1.512204,0.694
"1151","MIS12","hurdle",0.00328560418181113,4.51359,5.397651,0.884061,0.693
"862","KLF3","hurdle",0.0062846785632049,5.574761,6.939122,1.364361,0.693
"1291","P2RY13","hurdle",7.88580687902368e-05,3.137565,6.792103,3.654538,0.692
"1727","SOX11","hurdle",0.0117254695953117,5.61258,6.944989,1.332409,0.691
"820","KAT2B","hurdle",0.0112683846605113,6.371957,8.057631,1.685674,0.69
"816","JMJD1C","hurdle",0.023415133235553,8.204144,9.258802,1.054658,0.689
"107","ARMCX1","hurdle",0.00826555933197476,4.971298,7.050332,2.079034,0.689
"953","LOC100507217","hurdle",0.00798833476094791,6.977996,7.535621,0.557625,0.688
"787","IL6R","hurdle",0.00363854404978994,4.149884,6.394987,2.245103,0.688
"751","HSP90AA4P","hurdle",0.0179549657998982,2.661855,3.542946,0.881091,0.688
"537","ERN1","hurdle",2.23270638918658e-05,-0.5084111,0.9090263,1.4174374,0.688
"139","BCAT1","hurdle",0.0110210229813017,7.179264,8.496477,1.317213,0.688
"1574","SAMSN1","hurdle",0.000156856808181518,4.112888,5.62254,1.509652,0.687
"526","EMP1","hurdle",0.000827099827769384,5.164316,8.191141,3.026825,0.687
"1763","ST6GAL2","hurdle",0.00661353743029229,5.705181,6.274883,0.569702,0.686
"402","CRTAC1","hurdle",0.000123418712534321,2.131227,4.14205,2.010823,0.686
"1972","VEGFA","hurdle",0.013843190515419,2.851969,3.636141,0.784172,0.685
"1024","LRRC4C","hurdle",0.00271153959107852,6.180446,7.870639,1.690193,0.685
"1385","PLIN2","hurdle",0.00334827443375305,5.432121,6.007245,0.575124,0.684
"1325","PCMTD2","hurdle",0.00452129197666284,7.31874,9.411134,2.092394,0.684
"1219","NEDD9","hurdle",0.0100864216350011,5.420561,6.872966,1.452405,0.684
"1055","MAP3K1","hurdle",0.00686317265209613,4.129962,5.997242,1.86728,0.684
"788","IL6ST","hurdle",0.0240591621824054,7.965172,8.921312,0.95614,0.684
"551","FABP7","hurdle",0.0081212818686726,4.560829,5.795571,1.234742,0.684
"354","CLEC7A","hurdle",0.000362216946749293,4.887069,7.90649,3.019421,0.684
"1516","RFTN2","hurdle",0.0143626391590694,8.197257,8.71478,0.517522999999999,0.683
"1218","NEDD4","hurdle",0.002345433225788,2.497438,4.783689,2.286251,0.682
"1011","LPPR5","hurdle",0.00304477679517945,3.957052,5.1127,1.155648,0.682
"695","GPR183","hurdle",0.00194563351704663,6.344093,8.151101,1.807008,0.682
"407","CSMD2","hurdle",0.0153301815688034,3.563048,5.410899,1.847851,0.682
"1800","SYT9","hurdle",0.000505888344204521,3.804148,5.0799,1.275752,0.681
"12","ABL2","hurdle",0.0140857205066809,5.73815,8.764835,3.026685,0.681
"57","ALOX5AP","hurdle",0.000639086053455261,4.605017,6.372913,1.767896,0.68
"1985","WDFY3","hurdle",0.0549082467754631,7.25713,8.172927,0.915797,0.679
"1582","SCFD2","hurdle",0.000517635365505496,3.315809,5.393843,2.078034,0.679
"1067","MARCKSL1","hurdle",0.0242156045197371,5.379356,5.889149,0.509793,0.679
"691","GPCPD1","hurdle",0.011542083773791,4.898165,7.732752,2.834587,0.678
"600","FGL2","hurdle",0.000888024775757535,2.716313,4.979314,2.263001,0.678
"2024","ZDHHC14","hurdle",0.00937716210780799,2.444818,3.735763,1.290945,0.677
"1748","SPRY2","hurdle",0.0181397664244191,5.753556,7.17426,1.420704,0.677
"1270","OLIG2","hurdle",0.00156332813869206,2.507925,3.027783,0.519858,0.677
"2081","ZNF548","hurdle",0.00394932633777509,3.92326,5.0268,1.10354,0.676
"1878","TMEM87A","hurdle",0.0457652567418798,6.822267,7.653363,0.831096,0.676
"1271","OLR1","hurdle",0.000793322943926375,6.629013,7.924087,1.295074,0.676
"1181","MSMO1","hurdle",0.0361861500798353,7.777664,9.366784,1.58912,0.676
"362","CMTM7","hurdle",3.99565290594634e-06,-0.2617382,1.6830726,1.9448108,0.676
"312","CDKL1","hurdle",0.00911259284079403,4.517606,5.405236,0.887630000000001,0.676
"1463","PTPRC","hurdle",0.00135014937686364,4.853633,6.081321,1.227688,0.675
"589","FBXO7","hurdle",0.0258503594571543,5.591107,7.267723,1.676616,0.674
"1573","SAMHD1","hurdle",0.00994380679458066,3.822596,4.465974,0.643378,0.673
"1358","PI4K2A","hurdle",0.0140295731301134,3.977434,5.828383,1.850949,0.673
"70","ANKRD62P1-PARP4P3","hurdle",0.000132694406540575,-0.268231,2.236067,2.504298,0.673
"1721","SOCS6","hurdle",0.00907252457633089,5.448176,6.07182,0.623644,0.672
"777","IL13RA1","hurdle",0.00196500055197103,4.152013,6.959873,2.80786,0.671
"673","GLDC","hurdle",0.009140639702463,5.012391,6.35931,1.346919,0.671
"1917","TSC22D1","hurdle",0.0585669767170584,8.778799,9.359481,0.580682000000001,0.67
"1859","TMEM100","hurdle",0.00190883545547063,3.370122,5.878289,2.508167,0.67
"1824","TCF12","hurdle",0.0390067731568792,6.739582,8.438515,1.698933,0.67
"1767","ST8SIA1","hurdle",0.0240620128931538,5.883165,7.460706,1.577541,0.67
"1173","MPZL1","hurdle",0.0112703213440352,4.568365,6.094283,1.525918,0.67
"854","KIAA2018","hurdle",0.0101942663715416,5.128928,7.910826,2.781898,0.67
"1484","RAB5A","hurdle",0.0180682053693008,6.205044,8.136649,1.931605,0.669
"647","GALNT13","hurdle",0.016175673503732,4.393012,6.497896,2.104884,0.669
"1496","RASGEF1B","hurdle",0.00331746451985528,3.551574,5.653124,2.10155,0.668
"1042","LY86","hurdle",0.00036223967075598,1.628778,4.681199,3.052421,0.668
"121","ATP2B4","hurdle",0.0335670862318702,6.660708,7.178139,0.517431,0.668
"117","ATF6","hurdle",0.01379504061471,6.480443,7.257807,0.777363999999999,0.668
"1491","RALYL","hurdle",0.022950006574991,5.257098,6.685566,1.428468,0.667
"1182","MSR1","hurdle",0.00281117149066405,5.964418,7.258854,1.294436,0.667
"1076","MDM4","hurdle",0.0440636355107471,7.424526,8.129512,0.704986,0.667
"1058","MAP4K3","hurdle",0.0195181439014404,5.928938,7.505944,1.577006,0.667
"585","FBXO11","hurdle",0.0350102340584826,6.405553,8.925604,2.520051,0.667
"1581","SCD5","hurdle",0.068901437369151,8.562538,9.206987,0.644449,0.666
"735","HNMT","hurdle",0.017268576999467,3.962261,6.019652,2.057391,0.666
"519","ELF1","hurdle",0.0179642765286418,5.581548,6.54243,0.960882000000001,0.666
"371","CNTNAP5","hurdle",0.0256367370684822,4.672256,6.100137,1.427881,0.666
"1889","TNKS","hurdle",0.0562024133317961,6.988714,8.31031,1.321596,0.665
"1643","SLC1A1","hurdle",0.0267615989192539,4.445041,6.297477,1.852436,0.665
"769","IFNGR1","hurdle",0.0165978612185671,6.908362,8.523736,1.615374,0.665
"701","GRIA3","hurdle",0.0251986151687258,6.348476,7.660907,1.312431,0.665
"214","C3orf65","hurdle",1.4160653040319e-07,-3.268882,3.878834,7.147716,0.665
"1266","ODZ1","hurdle",0.0122951287741899,5.028208,7.155268,2.12706,0.664
"1679","SNAPC1","hurdle",0.0278545784564357,4.357077,5.142504,0.785426999999999,0.663
"884","LAPTM5","hurdle",0.00260120640555057,4.726737,6.751767,2.02503,0.663
"833","KCNMB2","hurdle",0.0236382656774487,4.151101,4.815348,0.664247,0.663
"797","IRAK2","hurdle",0.00483593321933551,3.915045,4.868445,0.9534,0.663
"425","CXCL16","hurdle",0.00262730976991629,2.186876,2.925999,0.739123,0.663
"408","CSMD3","hurdle",0.0260373254081683,6.655411,7.777274,1.121863,0.663
"1779","STK32A","hurdle",0.000969586366370432,1.462278,4.851888,3.38961,0.662
"1296","PAK2","hurdle",0.049084629818387,5.28342,5.895895,0.612475000000001,0.662
"96","ARHGAP15","hurdle",0.00117969560674812,4.081954,7.610943,3.528989,0.661
"1778","STK17B","hurdle",0.0496246530268828,5.972701,6.970138,0.997437000000001,0.66
"1583","SCIN","hurdle",0.00117697360098967,3.82145,5.909293,2.087843,0.66
"1501","RBBP8","hurdle",0.0117178324167613,4.151405,5.569518,1.418113,0.66
"385","CPEB4","hurdle",0.0638256958397793,8.751327,9.632672,0.881345,0.66
"1565","RPS6KA3","hurdle",0.0450302981862114,4.863319,6.144998,1.281679,0.659
"1264","OBFC2A","hurdle",0.00852699563959042,6.173276,9.088759,2.915483,0.659
"646","GALNT10","hurdle",0.00764229869876638,2.593672,4.077053,1.483381,0.659
"489","DTNA","hurdle",0.0659436012515512,8.5002,9.304643,0.804443000000001,0.659
"1913","TRIP12","hurdle",0.0183149678694533,5.979911,7.082622,1.102711,0.658
"761","IARS","hurdle",0.0581544443296174,7.238716,7.804059,0.565342999999999,0.657
"2020","ZC3HAV1","hurdle",0.047761362948472,6.246484,7.151327,0.904843000000001,0.656
"1442","PRRX1","hurdle",0.00258347747834102,3.045671,4.321126,1.275455,0.656
"1295","PAG1","hurdle",0.0476812324331093,5.88289,6.85646,0.97357,0.656
"1246","NR3C1","hurdle",0.0500347565715199,6.57143,8.037943,1.466513,0.656
"545","EVI2B","hurdle",0.00927658522376017,4.615415,7.045487,2.430072,0.656
"2084","ZNF577","hurdle",0.020198986072617,4.062358,5.891851,1.829493,0.655
"874","KLRC3","hurdle",0.000924348151012271,0.7489114,1.7796099,1.0306985,0.655
"455","DGKG","hurdle",0.0501905887940653,4.897259,6.213563,1.316304,0.655
"340","CHST11","hurdle",0.0162944051378142,3.356471,4.348925,0.992454,0.655
"229","C6orf62","hurdle",0.101976443450537,9.631577,10.848918,1.217341,0.655
"136","BAMBI","hurdle",0.000650751474890239,3.360159,4.067524,0.707365,0.655
"1458","PTP4A1","hurdle",0.0693648578622316,6.786934,7.565123,0.778189,0.654
"361","CMTM6","hurdle",0.0594329849845582,5.626866,7.139438,1.512572,0.654
"248","CALCOCO2","hurdle",0.0287317434256458,6.250747,6.990451,0.739704000000001,0.654
"2027","ZEB1","hurdle",0.0640007657855641,6.161246,7.167028,1.005782,0.653
"1620","SGOL1","hurdle",0.000124955117849277,-0.192182,3.911159,4.103341,0.653
"1370","PKD2L2","hurdle",0.000714866561828837,1.980553,2.839064,0.858511,0.653
"1453","PTGFRN","hurdle",0.0091498519192173,5.698017,6.384472,0.686455,0.652
"1341","PEAK1","hurdle",0.00772933337906754,5.393051,7.309754,1.916703,0.652
"648","GALR1","hurdle",1.76612116312861e-05,-1.336864,5.303375,6.640239,0.652
"594","FCGR2A","hurdle",0.0045426865673447,2.989629,5.826972,2.837343,0.652
"1942","UBL3","hurdle",0.0664606603482474,6.532094,7.561309,1.029215,0.651
"1017","LRP4","hurdle",0.0747716954704018,6.651277,7.339256,0.687978999999999,0.651
"780","IL1B","hurdle",0.00474628634759029,5.539531,7.107246,1.567715,0.651
"499","DYNLT1","hurdle",0.0552018776147977,4.812306,6.306619,1.494313,0.651
"486","DPY19L2","hurdle",0.0465470072805077,3.629608,5.173927,1.544319,0.651
"306","CDC14B","hurdle",0.0592338439101955,5.382597,6.140461,0.757864000000001,0.651
"1722","SORCS1","hurdle",0.0247753280125832,4.62311,7.39079,2.76768,0.65
"1433","PRKX","hurdle",0.00315406902034034,1.749394,3.113626,1.364232,0.65
"1091","MEX3C","hurdle",0.0135444848124687,3.773657,6.296457,2.5228,0.65
"703","GRM5","hurdle",0.050962117456223,6.156785,7.046093,0.889308,0.65
"583","FANCL","hurdle",0.0340555446606495,5.60882,7.579442,1.970622,0.65
"472","DNAJA1","hurdle",0.0407733210223253,8.575868,9.847562,1.271694,0.65
"1603","SERINC5","hurdle",0.141640841990181,8.150084,8.943622,0.793538,0.649
"1248","NRN1","hurdle",0.00255185954550388,2.575657,5.333503,2.757846,0.648
"907","LINC00282","hurdle",0.00061715841419129,0.03575569,4.55390657,4.51815088,0.648
"790","ILDR2","hurdle",0.0433168311042307,4.516662,5.998496,1.481834,0.648
"405","CSF1R","hurdle",0.00629088325903036,4.385534,5.094048,0.708514,0.648
"1388","PLSCR4","hurdle",0.0503863060054961,5.61996,6.80578,1.18582,0.647
"15","ACAT2","hurdle",0.0373595609059568,5.731759,6.306619,0.57486,0.647
"1923","TSPAN6","hurdle",0.0210350153507336,4.64703,6.704903,2.057873,0.646
"560","FAM173B","hurdle",0.0563615287259449,5.105577,6.8859,1.780323,0.645
"346","CLCN3","hurdle",0.160202654236317,7.059125,7.715695,0.65657,0.645
"76","AOX1","hurdle",0.00127201380321581,2.073345,4.414286,2.340941,0.645
"1557","RORA","hurdle",0.111233348137174,6.323865,7.866523,1.542658,0.644
"1465","PTPRJ","hurdle",0.0377465450913046,4.002261,6.052628,2.050367,0.644
"1383","PLEKHF2","hurdle",0.0107206669289748,2.904872,3.729734,0.824862,0.644
"834","KCNQ1OT1","hurdle",0.0512804938515115,7.417717,8.068719,0.651002,0.644
"1998","WIPF1","hurdle",0.0257798352504352,3.799499,6.466518,2.667019,0.643
"1036","LRRTM3","hurdle",0.0897929602986127,5.780249,6.562073,0.781823999999999,0.643
"544","ETV6","hurdle",0.0444636037772529,5.231726,6.559526,1.3278,0.643
"232","C7orf60","hurdle",0.0474427252706227,4.288779,6.894009,2.60523,0.643
"152","BRAF","hurdle",0.129947318160917,5.429616,6.822164,1.392548,0.643
"2022","ZCCHC10","hurdle",0.0136399418327871,4.507902,5.232661,0.724759000000001,0.642
"1866","TMEM156","hurdle",0.00116333072473976,0.4178715,5.7139402,5.2960687,0.642
"146","BEST1","hurdle",0.0256095629557267,3.706537,4.63356,0.927023,0.642
"126","ATRNL1","hurdle",0.0334217558352515,5.19812,5.952644,0.754524,0.642
"1947","UBXN4","hurdle",0.204906230210948,7.299729,8.105559,0.805829999999999,0.641
"844","KIAA0232","hurdle",0.0867481969072149,7.788017,9.003409,1.215392,0.641
"383","CORO1C","hurdle",0.12207069575002,6.337092,7.521731,1.184639,0.641
"1784","STX11","hurdle",0.00140698689645796,1.813824,6.908092,5.094268,0.64
"1189","MTSS1","hurdle",0.104532077078568,7.056042,8.152228,1.096186,0.64
"1169","MORC4","hurdle",0.0130694301161176,3.299987,5.77961,2.479623,0.64
"1044","LYRM5","hurdle",0.0875811717984838,5.615448,6.505856,0.890408,0.64
