"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.oligodendrocytes","log2fold_change","Auc"
"2658","SH3RF1","hurdle",0.855768719279971,5.325093,5.947937,0.622844,0.52
"2427","RBM18","hurdle",0.899087807069733,5.034395,5.729209,0.694814,0.52
"2323","PSD4","hurdle",0.683474001895089,-0.1755578,1.1061014,1.2816592,0.52
"2001","NFE2L3","hurdle",0.326926916894041,3.927651,5.318888,1.391237,0.52
"1990","NECAP2","hurdle",1.16111289202867e-05,2.181817,5.071519,2.889702,0.52
"1812","MIR1200","hurdle",0.180580458826349,-1.650076,2.925999,4.576075,0.52
"1790","METTL21A","hurdle",0.604973038837674,3.025832,3.98041,0.954578,0.52
"1691","LOH12CR1","hurdle",0.0911243390210075,3.529239,4.093702,0.564463,0.52
"1665","LOC402779","hurdle",0.310090700516637,-2.6741056,-0.6750378,1.9990678,0.52
"1601","LOC100505658","hurdle",0.629901847049253,1.942961,2.545188,0.602227,0.52
"1566","LOC100129216","hurdle",0.255365759156987,-0.483209,0.8352859,1.3184949,0.52
"1478","KLF17","hurdle",0.209074098233459,-2.711875,2.072196,4.784071,0.52
"1417","KBTBD7","hurdle",0.289940098298808,3.417244,6.365309,2.948065,0.52
"1320","HRASLS2","hurdle",0.129794409324987,-3.105388,2.590016,5.695404,0.52
"1087","FLJ40292","hurdle",0.311725505696162,-1.0330854,-0.3506871,0.6823983,0.52
"1042","FAM98B","hurdle",0.205302658682999,2.484905,3.643249,1.158344,0.52
"1009","FAM196B","hurdle",0.516108038568857,-0.0372749,1.8689362,1.9062111,0.52
"873","E2F5","hurdle",0.405099551348924,1.578523,3.734496,2.155973,0.52
"746","CYP2C18","hurdle",0.23661947385785,-2.9619563,-0.6750378,2.2869185,0.52
"487","CCDC160","hurdle",0.140115914790689,0.23502,4.117957,3.882937,0.52
"347","C17orf49","hurdle",0.264946443391767,-0.3506871,0.9961984,1.3468855,0.52
"311","C11orf34","hurdle",0.293902548785132,0.1533459,4.4188291,4.2654832,0.52
"268","BMF","hurdle",0.292282258148091,-3.105388,-2.284453,0.820935,0.52
"142","APLF","hurdle",0.307292742108639,1.926153,4.126677,2.200524,0.52
"21","ACR","hurdle",0.306207759968176,-3.0082,-2.482393,0.525807,0.52
"3363","ZNF480","hurdle",0.199198118145646,3.068928,4.247528,1.1786,0.519
"3332","ZNF254","hurdle",0.563697791963291,5.831629,6.933473,1.101844,0.519
"3317","ZNF181","hurdle",0.767640876466718,3.459803,4.294717,0.834914,0.519
"3141","TTC37","hurdle",0.771949906349065,7.122873,7.89638,0.773507,0.519
"3046","TMEM79","hurdle",0.336733978152049,0.1214853,2.5056235,2.3841382,0.519
"3034","TMEM26","hurdle",0.590667677214619,-0.03129357,1.9885651,2.01985867,0.519
"2959","TGFB1","hurdle",0.583979610069376,-0.7516422,1.1749782,1.9266204,0.519
"2665","SHQ1","hurdle",0.359691797568434,2.858746,5.221511,2.362765,0.519
"2586","SDHD","hurdle",0.14083802528368,5.661585,6.22263,0.561045,0.519
"2503","RNU11","hurdle",0.156514353388157,-2.434245,-0.2569727,2.1772723,0.519
"2348","PTPLB","hurdle",0.760992185191275,1.696751,3.03655,1.339799,0.519
"1855","MLH3","hurdle",0.804335023003511,6.070676,7.063196,0.99252,0.519
"1849","MIRLET7F1","hurdle",0.0538301419955116,-3.105388,1.106101,4.211489,0.519
"1594","LOC100289092","hurdle",0.220847671853746,-2.917149,-1.569856,1.347293,0.519
"1433","KDM5B-AS1","hurdle",0.591686733347444,-0.2639692,1.7722191,2.0361883,0.519
"1100","FNDC7","hurdle",0.0693826646487252,1.274911,3.529492,2.254581,0.519
"1096","FMO4","hurdle",0.0342682260188446,1.856893,6.803213,4.94632,0.519
"785","DENND2D","hurdle",0.0172278328905463,-2.750659,3.612539,6.363198,0.519
"731","CUEDC1","hurdle",0.0660056084593172,1.540879,3.71728,2.176401,0.519
"690","CRADD","hurdle",0.832033112868479,2.968035,5.300702,2.332667,0.519
"630","CLIP4","hurdle",0.900617729072881,6.330569,6.933473,0.602904000000001,0.519
"571","CEP128","hurdle",0.745887622378437,2.485948,4.992625,2.506677,0.519
"553","CDKL1","hurdle",0.82015301460763,4.512268,5.03029,0.518022,0.519
"542","CDCA8","hurdle",0.517221065995567,-0.3358673,0.3005091,0.6363764,0.519
"52","ADCK2","hurdle",0.782227292812998,1.210747,2.350497,1.13975,0.519
"3367","ZNF506","hurdle",0.858813129846111,3.546838,5.394846,1.848008,0.518
"3334","ZNF26","hurdle",0.132565284795722,-3.1053884,-0.7369656,2.3684228,0.518
"3127","TSPAN32","hurdle",0.442270259498492,-1.846129,-0.8694159,0.9767131,0.518
"2962","TGFBR1","hurdle",0.628171831141501,5.710703,6.69378,0.983077000000001,0.518
"2909","TAF4","hurdle",0.0253002970194978,0.4850096,1.8689362,1.3839266,0.518
"2847","SRRM5","hurdle",0.448639998002437,-2.6373,-1.814968,0.822332,0.518
"2633","SETD4","hurdle",0.355388666682521,3.998429,5.238706,1.240277,0.518
"2613","SEPT12","hurdle",0.231716464366225,-2.8736905,0.2049315,3.078622,0.518
"2571","SCAF4","hurdle",0.0731559221294612,3.21949,5.019796,1.800306,0.518
"2532","RPSAP9","hurdle",0.426853809391476,-3.055976,-2.482393,0.573583,0.518
"2357","PUSL1","hurdle",0.310969410138927,-0.1173768,1.7610613,1.8784381,0.518
"1999","NFE2","hurdle",0.399369306948999,-2.5322031,-0.8694159,1.6627872,0.518
"1803","MGC16025","hurdle",0.256631943110667,-2.9619563,-0.8016713,2.160285,0.518
"1705","LRRC4B","hurdle",0.585450967744578,-2.1487618,-0.6750378,1.473724,0.518
"1662","LOC400684","hurdle",0.392441286220797,-1.6318594,-0.2123036,1.4195558,0.518
"1653","LOC375190","hurdle",0.247312894791393,3.512959,4.915471,1.402512,0.518
"1588","LOC100233156","hurdle",0.645921058209168,-0.8016713,1.0151069,1.8167782,0.518
"1561","LOC100128191","hurdle",0.445973058595597,-2.60141,-1.177538,1.423872,0.518
"1548","LINC00550","hurdle",0.344071001728542,-3.105388,-2.482393,0.622995,0.518
"1488","KLHL31","hurdle",0.434315836080788,-1.144882,3.358663,4.503545,0.518
"1440","KIAA0240","hurdle",0.388919060161679,5.356654,6.668624,1.31197,0.518
"1437","KEL","hurdle",0.143671989539006,-2.097868,1.015107,3.112975,0.518
"1367","ING1","hurdle",0.156666689063241,2.386688,3.536053,1.149365,0.518
"1246","GZF1","hurdle",0.459617248890424,3.313551,5.085004,1.771453,0.518
"1161","GHSR","hurdle",0.223574854828973,-2.790515,1.909925,4.70044,0.518
"1139","GABRQ","hurdle",0.426504019930463,-2.466164,-1.177538,1.288626,0.518
"1019","FAM22D","hurdle",0.436487530418123,-1.1066457,-0.3999306,0.7067151,0.518
"881","EDEM2","hurdle",0.707818269981493,1.592148,3.702774,2.110626,0.518
"832","DNAJC18","hurdle",0.224272568607006,6.158662,7.406887,1.248225,0.518
"826","DNAI2","hurdle",0.434043667708126,-2.6373,-2.110424,0.526876,0.518
"499","CCDC71L","hurdle",0.155561822782035,1.685899,3.88084,2.194941,0.518
"469","CBLC","hurdle",0.45050769642868,-2.831503,-2.110424,0.721079,0.518
"452","CAGE1","hurdle",0.436261278611199,-0.07985331,2.45112433,2.53097764,0.518
"337","C15orf55","hurdle",0.449140345702801,-2.532203,-1.955146,0.577057,0.518
"232","B3GALT6","hurdle",0.707864565950594,0.184518,1.158065,0.973547,0.518
"3422","ZNF853","hurdle",0.79044678156867,0.5502826,1.5950513,1.0447687,0.517
"2990","TLR10","hurdle",0.624635490120415,-0.8855116,0.7920882,1.6775998,0.517
"2840","SREK1IP1","hurdle",0.575907037861746,3.808481,5.12472,1.316239,0.517
"2738","SMCHD1","hurdle",0.955876505962577,6.247059,7.02581,0.778751,0.517
"2598","SELL","hurdle",0.00863063197041472,-2.342517,3.259074,5.601591,0.517
"2399","RAD51AP1","hurdle",0.0768799294716551,-0.4750674,4.1716114,4.6466788,0.517
"2046","NSUN2","hurdle",0.903152279069822,4.449762,5.108304,0.658542000000001,0.517
"1964","NAV1","hurdle",0.85911529482006,6.599052,7.188211,0.589159,0.517
"1958","NANP","hurdle",0.583303853848176,1.83414,5.351799,3.517659,0.517
"1837","MIR4742","hurdle",0.0196759691965035,-2.750659074,-0.007613184,2.74304589,0.517
"1771","MCRS1","hurdle",0.900142501160853,4.536632,5.1127,0.576068,0.517
"1758","MATN2","hurdle",0.375328574590963,3.425966,5.803145,2.377179,0.517
"1531","LHFPL3","hurdle",0.103801164353668,4.747013,7.533391,2.786378,0.517
"1500","KRIT1","hurdle",0.329805806979007,6.083739,7.138151,1.054412,0.517
"1360","IL10RB","hurdle",0.0262885012341636,3.27967,5.381247,2.101577,0.517
"1347","IFT52","hurdle",0.494965544316636,4.484357,5.031451,0.547094,0.517
"1332","HSPBAP1","hurdle",0.675448768148253,2.844179,3.489489,0.64531,0.517
"1188","GNB1L","hurdle",0.745845332408816,0.07233497,3.32496215,3.25262718,0.517
"1097","FN3KRP","hurdle",0.774887083857116,3.3541,4.434716,1.080616,0.517
"796","DGKH","hurdle",0.475249168179837,2.53313,4.411712,1.878582,0.517
"666","COPB1","hurdle",0.775676675781611,6.839571,7.405768,0.566197,0.517
"592","CHCHD4","hurdle",0.139031655113288,2.964298,5.432256,2.467958,0.517
"489","CCDC17","hurdle",0.00839302801613808,-2.6373001,0.9961984,3.6334985,0.517
"423","C6orf72","hurdle",0.742217193446063,4.059956,5.083885,1.023929,0.517
"377","C1orf27","hurdle",0.400167253519516,6.238575,7.279989,1.041414,0.517
"257","BCL2L14","hurdle",0.0189315098223548,-2.831503,1.644464,4.475967,0.517
"3324","ZNF205","hurdle",0.33509230300909,-2.37244987,0.03005723,2.4025071,0.516
"3161","UAP1L1","hurdle",0.432348127249078,2.124033,3.336283,1.21225,0.516
"3121","TSIX","hurdle",0.00106363359928019,1.725295,4.946583,3.221288,0.516
"3103","TRIM45","hurdle",0.594092149639168,4.282464,5.614555,1.332091,0.516
"2963","TGM3","hurdle",0.511314063042907,-3.0082,-2.482393,0.525807,0.516
"2960","TGFB1I1","hurdle",0.565142656520267,-2.674106,-1.955146,0.71896,0.516
"2827","SPR","hurdle",0.475272651565883,-2.001169,1.727061,3.72823,0.516
"2755","SNORA20","hurdle",0.0691095432127969,-0.533048,2.478631,3.011679,0.516
"2676","SLAIN2","hurdle",0.77522146253461,4.34875,5.243725,0.894975000000001,0.516
"2628","SERTAD4","hurdle",0.432279955455732,1.869736,4.300509,2.430773,0.516
"2525","RPS27L","hurdle",0.797366763497437,4.205723,4.809794,0.604071,0.516
"2459","REXO1","hurdle",0.389583806482644,-0.04328113,1.03377074,1.07705187,0.516
"2426","RBM17","hurdle",0.863335440984421,5.34621,6.180851,0.834641,0.516
"2143","PDCD2L","hurdle",0.306642824493894,2.412151,3.27485,0.862699,0.516
"2102","P2RX5-TAX1BP3","hurdle",0.282221023872941,0.3170134,3.4237905,3.1067771,0.516
"2033","NOSIP","hurdle",0.884714336333749,3.921111,4.583063,0.661952,0.516
"1874","MOSPD3","hurdle",0.83147529168997,0.9785217,2.2342754,1.2557537,0.516
"1759","MBD5","hurdle",0.586019437820603,3.937977,4.514953,0.576976,0.516
"1757","MATN1","hurdle",0.362090327753006,-2.434245,1.349008,3.783253,0.516
"1716","LTBP3","hurdle",0.863696147370993,0.3990327,1.9497806,1.5507479,0.516
"1675","LOC643623","hurdle",0.151467978272347,-3.055976,-1.461331,1.594645,0.516
"1603","LOC100505967","hurdle",0.53051383780623,-0.80167128,0.03005723,0.83172851,0.516
"1418","KCMF1","hurdle",0.365247982819941,4.063105,5.167603,1.104498,0.516
"1385","IRX2","hurdle",0.562206358004444,-2.0247426,-0.8694159,1.1553267,0.516
"1355","IGSF8","hurdle",0.858509421557664,4.389171,5.300702,0.911531,0.516
"917","ELK4","hurdle",0.717726901053517,3.98816,5.032611,1.044451,0.516
"801","DHRS12","hurdle",0.890637382872152,2.656834,3.596935,0.940101,0.516
"777","DDX4","hurdle",0.580346588757118,-1.5440772,-0.3030691,1.2410081,0.516
"477","CCDC112","hurdle",0.211425529585338,3.515004,4.483052,0.968048,0.516
"433","C9orf11","hurdle",0.488103604623327,-1.6685245,0.9179844,2.5865089,0.516
"363","C19orf6","hurdle",0.240383344899201,1.462508,3.804097,2.341589,0.516
"327","C14orf1","hurdle",0.610282109921485,5.002681,5.865033,0.862352,0.516
"165","ARHGDIA","hurdle",0.412802033027346,1.508398,2.379971,0.871573,0.516
"144","APOA1","hurdle",0.427912187130552,-0.4115372,2.1426714,2.5542086,0.516
"46","ADAP1","hurdle",0.798262132297258,-1.069396721,-0.007613184,1.061783537,0.516
"3182","UBOX5","hurdle",0.439673630857778,3.08966,4.14396,1.0543,0.515
"2648","SGMS2","hurdle",0.58929124326142,2.697921,3.472488,0.774567,0.515
"2251","POLR3GL","hurdle",0.613673842736097,3.537814,4.465974,0.92816,0.515
"2248","POLR2D","hurdle",0.829588342868742,4.274035,5.273477,0.999442,0.515
"2065","OAZ3","hurdle",0.0616042675233715,-0.8325433,0.9179844,1.7505277,0.515
"1965","NBEAL1","hurdle",0.838918868510575,5.178289,5.792225,0.613936,0.515
"1713","LRWD1","hurdle",0.651421550444423,-1.033085,3.455284,4.488369,0.515
"1661","LOC400657","hurdle",0.778326419857375,3.724809,4.239511,0.514702,0.515
"1511","LAMTOR1","hurdle",0.843300986634276,4.615473,5.516778,0.901305000000001,0.515
"1229","GTF2E1","hurdle",0.769442845402431,3.969266,6.272593,2.303327,0.515
"1213","GPR52","hurdle",0.761503584660107,1.200618,1.749817,0.549199,0.515
"1092","FLT3LG","hurdle",0.201336049706074,1.075941,2.289679,1.213738,0.515
"894","EGLN1","hurdle",0.367846311835247,5.279204,6.499762,1.220558,0.515
"793","DERL2","hurdle",0.813467250151909,4.458555,5.060184,0.601629,0.515
"692","CRB2","hurdle",0.549533771151321,0.2300486,4.2110942,3.9810456,0.515
"673","CORO7","hurdle",0.814619966760569,1.062021,2.312787,1.250766,0.515
"507","CCNB3","hurdle",0.123004569556529,-0.7516422,1.9981005,2.7497427,0.515
"497","CCDC66","hurdle",0.782058721480014,5.612407,6.649842,1.037435,0.515
"425","C7orf31","hurdle",0.3926756066838,-0.01349694,2.62736108,2.64085802,0.515
"328","C14orf109","hurdle",0.532829000796129,3.323504,3.926499,0.602995,0.515
"278","BRCA2","hurdle",0.48867085751908,2.226184,3.667354,1.44117,0.515
"111","ANKRA2","hurdle",0.178131362861417,4.498122,5.270529,0.772406999999999,0.515
"3410","ZNF727","hurdle",0.612355212443349,0.5740181,1.5696957,0.9956776,0.514
"3366","ZNF491","hurdle",0.641748771171089,-0.8855116,2.1682367,3.0537483,0.514
"3361","ZNF470","hurdle",0.919557907328783,3.146832,3.705687,0.558855,0.514
"3206","USP14","hurdle",0.668442242010903,5.989439,7.092145,1.102706,0.514
"3114","TRPM1","hurdle",0.289750432706476,-2.7506591,-0.6156593,2.1349998,0.514
"2811","SPATA9","hurdle",0.415421110876119,1.980447,2.485427,0.50498,0.514
"2780","SNRNP27","hurdle",0.657041387079147,5.587844,6.133507,0.545663,0.514
"2778","SNORD51","hurdle",0.452603380467192,-1.25209515,0.03005723,1.28215238,0.514
"2772","SNORD114-12","hurdle",0.381300536497983,-1.8672833,0.6780719,2.5453552,0.514
"2558","SAP25","hurdle",0.279097662238367,-2.7506591,-0.5037664,2.2468927,0.514
"2520","RPP21","hurdle",0.440102125393743,-1.1192788,0.3901463,1.5094251,0.514
"1893","MRPL48","hurdle",0.959241651303542,5.18553,5.737772,0.552242,0.514
"1844","MIR624","hurdle",0.562904611608517,-1.1066457,0.9179844,2.0246301,0.514
"1791","METTL21CP1","hurdle",0.448680458935832,-2.0730786,0.5542657,2.6273443,0.514
"1735","MAP1LC3B2","hurdle",0.774760703839474,2.102434,2.811687,0.709253,0.514
"1682","LOC650226","hurdle",0.392204958999833,0.7819331,3.2188627,2.4369296,0.514
"1645","LOC284950","hurdle",0.451129382920375,-2.097868,1.39304,3.490908,0.514
"1622","LOC144571","hurdle",0.846184164136576,2.320409,4.717568,2.397159,0.514
"1524","LECT1","hurdle",0.424511763508229,-0.01349694,1.22456026,1.2380572,0.514
"1505","KSR1","hurdle",0.136348356228124,-0.04328113,2.89060029,2.93388142,0.514
"1432","KDM1B","hurdle",0.922445180988456,2.499439,3.226995,0.727556,0.514
"1280","HIBADH","hurdle",0.733701419289495,4.439838,5.258678,0.81884,0.514
"1190","GNE","hurdle",0.542106530997006,4.786702,5.404738,0.618036,0.514
"979","FAM120C","hurdle",0.329260857288179,4.233002,5.448866,1.215864,0.514
"805","DICER1-AS1","hurdle",0.624961573701153,3.22137,4.504955,1.283585,0.514
"565","CEACAM1","hurdle",0.346090212815764,-0.6022968,0.6780719,1.2803687,0.514
"492","CCDC37","hurdle",0.324880819650245,-1.932673,1.847997,3.78067,0.514
"216","ATP11B","hurdle",0.947789332101339,4.987295,5.941774,0.954479,0.514
"130","ANXA4","hurdle",0.865713415029607,3.904435,4.576713,0.672278,0.514
"3419","ZNF821","hurdle",0.523720684945191,2.213646,3.243124,1.029478,0.513
"3299","ZFP57","hurdle",0.0814420107110293,-3.321928,-2.711875,0.610053,0.513
"3218","VARS2","hurdle",0.0814420107110273,-3.3219281,-0.6750378,2.6468903,0.513
"2768","SNORA76","hurdle",0.0814420107110283,-3.321928,-2.110424,1.211504,0.513
"2752","SNORA12","hurdle",0.544871628861987,-1.3380806,0.1716114,1.509692,0.513
"2740","SMEK1","hurdle",0.113643481701038,5.909876,7.286327,1.376451,0.513
"2728","SLMO2-ATP5E","hurdle",0.0814420107110293,-3.321928,-2.110424,1.211504,0.513
"2626","SERPINE3","hurdle",0.489330342212458,1.154133,1.909925,0.755792,0.513
"2519","RPL3L","hurdle",0.0814420107110207,-3.321928,-2.711875,0.610053,0.513
"2288","PPP4R1L","hurdle",0.809036596692486,1.864933,2.451124,0.586191,0.513
"2206","PLA2G4B","hurdle",0.0814420107110257,-3.321928,1.607564,4.929492,0.513
"2082","OR2L1P","hurdle",0.0814420107110277,-3.321928,2.602572,5.9245,0.513
"2026","NLRP9","hurdle",0.822500452271947,-0.4750674,0.3310112,0.8060786,0.513
"1884","MRPL3","hurdle",0.323140410462313,4.536883,5.358293,0.821409999999999,0.513
"1845","MIR639","hurdle",0.081442010711024,-3.321928,-1.569856,1.752072,0.513
"1827","MIR3605","hurdle",0.0814420107110246,-3.321928,-2.711875,0.610053,0.513
"1810","MIPEP","hurdle",0.0738629997000427,2.29445,4.271316,1.976866,0.513
"1527","LGALS2","hurdle",0.0814420107110293,-3.321928,-2.482393,0.839535,0.513
"1453","KIAA1328","hurdle",0.852803847175362,2.971762,4.323446,1.351684,0.513
"1288","HIST1H1T","hurdle",0.0814420107110207,-3.3219281,0.5016068,3.8235349,0.513
"1261","HCG4B","hurdle",0.08144201071103,-3.3219281,0.1375035,3.4594316,0.513
"1052","FBRSL1","hurdle",0.641554199071516,-0.2569727,0.3310112,0.5879839,0.513
"901","EIF1AD","hurdle",0.121651603771973,4.766672,5.732783,0.966111000000001,0.513
"822","DMRTA2","hurdle",0.0941229751831728,-1.252095,2.979929,4.232024,0.513
"674","CORO7-PAM16","hurdle",0.0814420107110207,-3.321928,-2.110424,1.211504,0.513
"648","CNTF","hurdle",0.0814420107110277,-3.3219281,0.8352859,4.157214,0.513
"616","CKAP2L","hurdle",0.00312948116382059,-2.37245,4.146106,6.518556,0.513
"576","CEP57L1","hurdle",0.607122360050736,4.10783,5.454072,1.346242,0.513
"312","C11orf42","hurdle",0.0814420107110257,-3.3219281,0.8138487,4.1357768,0.513
"289","BTBD18","hurdle",0.731657888850878,1.327059,2.218047,0.890988,0.513
"159","ARFGAP1","hurdle",0.919170352898025,3.336862,3.928994,0.592132,0.513
"50","ADC","hurdle",0.858583518311596,2.332056,4.355328,2.023272,0.513
"7","ABCD3","hurdle",0.891413690749858,5.819786,6.419982,0.600196,0.513
"3292","ZDHHC24","hurdle",0.58702430072405,-1.266075,2.53212,3.798195,0.512
"3274","YY2","hurdle",0.650681950677905,-1.2801914,0.4469527,1.7271441,0.512
"3109","TRMT6","hurdle",0.791611931277326,3.217607,4.89775,1.680143,0.512
"3052","TMPRSS11F","hurdle",0.688646641425927,-0.1624244,0.7016074,0.8640318,0.512
"3033","TMEM241","hurdle",0.766407861131404,1.652846,3.489489,1.836643,0.512
"2898","SYTL1","hurdle",0.643012554055851,-1.9326734,-0.3030691,1.6296043,0.512
"2865","STAT5A","hurdle",0.887360751420615,1.303589,1.939919,0.63633,0.512
"2562","SARM1","hurdle",0.753571810729571,1.434689,3.458741,2.024052,0.512
"2469","RGPD3","hurdle",0.322103267839371,-0.4429526,0.7247651,1.1677177,0.512
"2462","RFPL3-AS1","hurdle",0.435451286250686,-1.094122,2.099029,3.193151,0.512
"2217","PLEKHG7","hurdle",0.751888050255558,-2.073079,-1.461331,0.611748,0.512
"2210","PLAGL2","hurdle",0.175526662878885,0.679896,4.465974,3.786078,0.512
"1808","MIF4GD","hurdle",0.785359886428957,2.784394,5.367518,2.583124,0.512
"1778","MED13","hurdle",0.444918892469667,6.705581,7.390237,0.684656,0.512
"1747","MAPK7","hurdle",0.585330801945094,-0.5079133,1.6444635,2.1523768,0.512
"1613","LOC100507217","hurdle",0.37344704520174,6.866901,7.747981,0.88108,0.512
"1567","LOC100129250","hurdle",0.877946776296893,1.755017,2.423083,0.668066,0.512
"1410","KAT6A","hurdle",0.154334123752194,6.034867,6.67644,0.641573,0.512
"1346","IFNAR1","hurdle",0.952096290457163,5.560752,6.163478,0.602726,0.512
"1216","GPR89A","hurdle",0.146663567010357,2.519951,3.351241,0.83129,0.512
"1195","GNRHR2","hurdle",0.553422432841076,-0.3807914,3.3660461,3.7468375,0.512
"1177","GLT8D2","hurdle",0.546981133829467,1.08423,4.700148,3.615918,0.512
"1095","FMO3","hurdle",0.662641969778197,-0.516243,0.6541461,1.1703891,0.512
"1072","FGF7","hurdle",0.368452283124112,-1.544077,1.334026,2.878103,0.512
"939","EPCAM","hurdle",0.746048742554833,0.4974753,2.0901403,1.592665,0.512
"737","CXorf36","hurdle",0.524588793732481,-2.0978678,0.2374993,2.3353671,0.512
"361","C19orf25","hurdle",0.781315688583129,0.6127297,1.8479969,1.2352672,0.512
"319","C12orf33","hurdle",0.756898219713175,-1.0093758,-0.2569727,0.7524031,0.512
"225","ATPAF2","hurdle",0.482098251789141,2.211126,3.516281,1.305155,0.512
"3322","ZNF192","hurdle",0.713808108384592,2.763902,3.765535,1.001633,0.511
"3095","TRAT1","hurdle",0.229736717550661,-3.264671,-2.711875,0.552796,0.511
