"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.neurons","log2fold_change","Auc"
"7501","TMEM175","hurdle",0.00113395456677271,1.029671,2.051651,1.02198,0.586
"6764","SLC5A8","hurdle",1.40655239100046e-06,-0.5608086,3.2727526,3.8335612,0.586
"6215","RIIAD1","hurdle",2.3361023569625e-06,-2.04182,1.229142,3.270962,0.586
"5735","POLD3","hurdle",0.00260260848966289,2.706767,4.43627,1.729503,0.586
"5054","NIPAL2","hurdle",5.66006107676981e-06,0.003742402,2.043659737,2.039917335,0.586
"4540","MID2","hurdle",9.73584819110739e-05,1.300789,4.316466,3.015677,0.586
"4219","LOC93622","hurdle",0.000712857082130066,0.9735278,3.0856478,2.11212,0.586
"4007","LOC220729","hurdle",0.00706747167305962,3.613868,4.502387,0.888519,0.586
"3773","LOC100128264","hurdle",6.41162014108583e-07,-2.121109,4.274404,6.395513,0.586
"3391","KBTBD4","hurdle",6.41130579799141e-05,1.486096,4.162626,2.67653,0.586
"3353","IWS1","hurdle",0.0160759867330853,4.901698,5.620116,0.718418000000001,0.586
"3299","INTS4L1","hurdle",6.3849476479052e-05,-0.3431619,3.166372,3.5095339,0.586
"3047","HIRIP3","hurdle",0.00113399048081803,2.290486,4.169986,1.8795,0.586
"2697","GCNT2","hurdle",0.000286388363129841,2.927232,3.846237,0.919005,0.586
"2567","FLOT2","hurdle",0.00464291122026001,4.126282,5.140598,1.014316,0.586
"2407","FAM98B","hurdle",0.00123717686693077,2.126389,3.17737,1.050981,0.586
"2384","FAM71E1","hurdle",1.11458481496861e-05,1.001872,2.270586,1.268714,0.586
"2029","DUSP28","hurdle",0.000124114025777853,1.482748,2.452608,0.96986,0.586
"1934","DNAJB12","hurdle",0.00593181642382349,4.034367,4.756966,0.722599000000001,0.586
"1899","DLEU2L","hurdle",0.000235172939788731,1.921555,2.577786,0.656231,0.586
"1785","DCAF4","hurdle",0.000166006172640567,1.614021,3.540319,1.926298,0.586
"1701","CUL9","hurdle",7.71853858592389e-05,1.092524,4.237515,3.144991,0.586
"1679","CSTF1","hurdle",0.00101733147437908,4.130567,4.702175,0.571608,0.586
"1460","CHST5","hurdle",1.48019062638003e-06,-2.9888018,0.9894996,3.9783014,0.586
"1301","CDADC1","hurdle",0.00530873176071948,3.490937,4.256653,0.765716,0.586
"1171","CBLN1","hurdle",5.42167756858417e-07,-2.916289,3.339551,6.25584,0.586
"646","BEND4","hurdle",0.000123621124388956,2.539602,5.028994,2.489392,0.586
"573","AVL9","hurdle",0.00125697082740231,2.255599,3.158993,0.903394,0.586
"567","AUH","hurdle",0.0102525165617075,2.857852,4.578109,1.720257,0.586
"422","ARL5A","hurdle",0.00795536822503519,4.888791,5.454191,0.565399999999999,0.586
"18","ABCA11P","hurdle",0.00131954742292487,2.53799,4.187016,1.649026,0.586
"8294","ZNF436","hurdle",5.82366012884075e-05,0.1117251,4.1484125,4.0366874,0.585
"8072","WNT10B","hurdle",6.45135698210881e-05,0.9591439,3.4291815,2.4700376,0.585
"8070","WNK2","hurdle",0.00113710763342142,1.38211,2.352655,0.970545,0.585
"8046","WDR73","hurdle",0.0051264777352415,4.101392,4.696665,0.595273000000001,0.585
"8012","VWDE","hurdle",8.25140639562754e-07,-0.7685357,3.3308211,4.0993568,0.585
"7550","TMEM43","hurdle",0.00778836964081047,4.479056,5.217497,0.738441,0.585
"7496","TMEM161A","hurdle",0.000650202779307252,1.586211,2.887079,1.300868,0.585
"7080","SPSB3","hurdle",0.00338975296604786,1.909137,3.48139,1.572253,0.585
"6624","SIN3A","hurdle",0.00167894718283408,5.152489,6.42474,1.272251,0.585
"6581","SGK196","hurdle",7.45536864211963e-08,-3.231163,3.170047,6.40121,0.585
"6415","RXFP1","hurdle",1.13763522424591e-05,3.475017,4.96485,1.489833,0.585
"6309","RPL23AP82","hurdle",0.00453725740422805,2.565154,3.454517,0.889363,0.585
"6267","RNF24","hurdle",0.00439808504283951,4.365482,5.45394,1.088458,0.585
"5853","PRIM1","hurdle",0.000793358356604186,3.469954,4.505784,1.03583,0.585
"5807","PPP1R14C","hurdle",9.79663337270255e-06,0.4974216,4.5082061,4.0107845,0.585
"5712","PMS2P5","hurdle",0.000186828929040054,-0.6316126,2.0463284,2.677941,0.585
"5156","NR2F6","hurdle",0.000142855976315256,1.300789,2.116578,0.815789,0.585
"5001","NECAB3","hurdle",0.000529512606968909,1.04791,2.438455,1.390545,0.585
"4822","MTG1","hurdle",0.000209843040407205,2.878381,4.432194,1.553813,0.585
"4722","MON1A","hurdle",1.75737542134187e-06,1.28165,3.068684,1.787034,0.585
"4689","MLH1","hurdle",0.00747101298234766,5.61383,6.144635,0.530805,0.585
"4061","LOC286367","hurdle",2.32499631593032e-06,1.45226,2.812224,1.359964,0.585
"3844","LOC100287765","hurdle",0.00252846555037083,3.184837,3.802706,0.617869,0.585
"3355","JAGN1","hurdle",0.00128713898810472,2.938274,3.513568,0.575294,0.585
"3301","INTS7","hurdle",0.0024174799831577,2.502059,4.501415,1.999356,0.585
"2939","GTDC1","hurdle",0.00540588885915501,3.010966,4.54594,1.534974,0.585
"2401","FAM89B","hurdle",3.42050020549448e-06,-2.657977,2.159116,4.817093,0.585
"1780","DBNDD1","hurdle",1.34776586110114e-06,-0.2735651,2.2751436,2.5487087,0.585
"1498","CLEC4GP1","hurdle",1.06787646835314e-07,-3.231163,2.348336,5.579499,0.585
"1451","CHRNA6","hurdle",2.66959391186954e-05,2.104772,4.867482,2.76271,0.585
"741","C10orf82","hurdle",8.92880157905483e-07,0.8799094,3.7947928,2.9148834,0.585
"624","BCKDK","hurdle",0.000731433470256205,1.73996,4.160164,2.420204,0.585
"486","ATAD2","hurdle",0.00748955775339902,3.51572,4.667927,1.152207,0.585
"448","ARSF","hurdle",2.60561849507532e-05,2.625604,4.69454,2.068936,0.585
"236","ALK","hurdle",1.18897535556363e-05,0.2441754,3.3165216,3.0723462,0.585
"194","AJAP1","hurdle",0.000614370156682493,2.028753,3.188285,1.159532,0.585
"8427","ZNF839","hurdle",0.00450463182193212,2.686537,4.261255,1.574718,0.584
"8400","ZNF772","hurdle",0.00194706187073856,2.992251,4.165083,1.172832,0.584
"8350","ZNF606","hurdle",0.00361173772716706,2.826499,4.030713,1.204214,0.584
"7499","TMEM17","hurdle",0.00071860641026214,3.31949,3.973674,0.654184,0.584
"7273","TAC1","hurdle",3.51920324693886e-06,1.479392,6.642104,5.162712,0.584
"7257","SYT10","hurdle",6.40032672378765e-08,-3.065153,2.827819,5.892972,0.584
"5925","PSEN2","hurdle",0.000747385008482503,2.761672,4.115117,1.353445,0.584
"5469","PCSK1","hurdle",4.47774179837987e-06,0.1628294,4.6328454,4.470016,0.584
"5455","PCDHGC4","hurdle",3.0587256286476e-05,0.7410817,3.6877617,2.94668,0.584
"5389","PAQR3","hurdle",0.0203239309325343,4.551156,5.854388,1.303232,0.584
"5360","PACS2","hurdle",0.0237733155720939,5.054127,5.960771,0.906644,0.584
"4952","NCOA6","hurdle",0.0320468983396333,5.681471,6.36747,0.685999,0.584
"4621","MIR4444-1","hurdle",0.000117822944748199,-1.7621661,-0.4172418,1.3449243,0.584
"4220","LONP1","hurdle",0.00233914839632529,2.241801,3.816842,1.575041,0.584
"3714","LINC00265","hurdle",0.00213741197427774,1.319678,2.651501,1.331823,0.584
"2881","GRAMD1B","hurdle",0.00500824434152777,2.763053,3.71653,0.953477,0.584
"2613","FSIP1","hurdle",8.7639368944297e-05,1.984459,3.112636,1.128177,0.584
"2321","FAM185A","hurdle",0.000387577244051768,0.4225126,3.7156922,3.2931796,0.584
"1845","DERL1","hurdle",0.00447794564544858,3.613103,4.348715,0.735612,0.584
"1773","DARC","hurdle",6.03903442158951e-05,4.058744,4.982375,0.923631,0.584
"1669","CSGALNACT2","hurdle",0.00709601298426716,3.604657,4.894022,1.289365,0.584
"1601","COX15","hurdle",0.0229491857040164,5.576035,6.100056,0.524021,0.584
"1294","CD3EAP","hurdle",0.000268073658052384,0.5559436,2.2475797,1.6916361,0.584
"336","ANXA6","hurdle",0.00344134725828417,2.357826,3.160226,0.8024,0.584
"74","ACOT8","hurdle",0.000318085857387065,2.122092,4.085583,1.963491,0.584
"8321","ZNF528","hurdle",0.0182541212159185,2.939495,5.467941,2.528446,0.583
"7993","VPS72","hurdle",0.0113247523819481,3.363845,4.370707,1.006862,0.583
"7973","VKORC1","hurdle",0.006073614128297,2.671911,3.866009,1.194098,0.583
"7940","USP44","hurdle",0.00116234742565831,3.20631,4.488717,1.282407,0.583
"7736","TSEN2","hurdle",0.00482329931056896,4.025765,4.920446,0.894681,0.583
"7542","TMEM30A","hurdle",0.0300913117220514,5.879209,6.429603,0.550394,0.583
"7225","SUSD1","hurdle",0.00073144775338443,2.805212,3.836248,1.031036,0.583
"7120","SSTR1","hurdle",2.12766779987239e-05,-0.0437502,3.47744,3.5211902,0.583
"6357","RPUSD4","hurdle",0.00427950007829123,3.875576,4.561881,0.686304999999999,0.583
"6033","RAB11FIP1","hurdle",1.87864065735311e-05,-1.449163,3.231137,4.6803,0.583
"6001","PUS10","hurdle",0.00109129169664642,2.388565,3.565653,1.177088,0.583
"5959","PTER","hurdle",0.000386314535847864,2.526654,4.490678,1.964024,0.583
"5601","PIK3R1","hurdle",0.00483195453825844,6.516048,7.615053,1.099005,0.583
"5546","PGAM2","hurdle",3.90438212396138e-05,1.417611,3.729042,2.311431,0.583
"5524","PELI3","hurdle",1.54380911028139e-06,-2.847248,1.728461,4.575709,0.583
"5247","OBSCN","hurdle",8.69174160082634e-06,-2.389042,2.164039,4.553081,0.583
"5028","NEUROD6","hurdle",3.04184514480051e-06,-1.895228,5.067929,6.963157,0.583
"4806","MSL2","hurdle",0.00638632951835003,3.304397,4.511107,1.20671,0.583
"4792","MRPS30","hurdle",0.00793759310819716,3.443503,4.225202,0.781699,0.583
"4598","MIR3655","hurdle",2.29719982891715e-05,-2.71835,-1.223494,1.494856,0.583
"4501","METTL20","hurdle",0.000847914510096402,2.928463,3.616821,0.688358,0.583
"4386","MAP2K7","hurdle",4.05033757249035e-05,-0.8338271,1.5853296,2.4191567,0.583
"3467","KDELR2","hurdle",0.0210251042332123,4.769524,5.527889,0.758365,0.583
"3357","JAK3","hurdle",3.7728766022565e-05,2.823855,4.41784,1.593985,0.583
"2987","HAPLN4","hurdle",2.30697058052598e-06,-1.19211,2.592468,3.784578,0.583
"2757","GLRA3","hurdle",2.34629155983998e-06,-1.030294,3.582299,4.612593,0.583
"2666","GALNT13","hurdle",0.00753752472626344,4.344884,4.970481,0.625597,0.583
"2226","EXOSC4","hurdle",0.000246031012626263,0.4013893,3.1906993,2.78931,0.583
"1941","DNAJC17","hurdle",0.00689210317160699,3.060092,4.010356,0.950264,0.583
"1938","DNAJC11","hurdle",0.00237154846924949,1.338323,3.575848,2.237525,0.583
"1840","DENND4B","hurdle",0.0162857686159451,3.436598,3.983455,0.546857,0.583
"1283","CD163L1","hurdle",3.26985311794862e-07,-2.847248,3.020639,5.867887,0.583
"1172","CBLN2","hurdle",2.24306078385972e-05,1.105643,3.312093,2.20645,0.583
"1074","C9orf9","hurdle",0.000588698105292466,1.656244,3.110088,1.453844,0.583
"855","C17orf81","hurdle",0.0046142987947928,3.845262,4.548766,0.703504,0.583
"59","ACAP3","hurdle",0.00188049549615269,0.6060422,1.5742772,0.968235,0.583
"8373","ZNF674","hurdle",0.000340843473646408,2.667494,3.738974,1.07148,0.582
"8178","ZDHHC4","hurdle",0.0109222762440807,2.701016,4.368043,1.667027,0.582
"8145","ZBTB47","hurdle",0.00667930800880817,2.411638,4.332407,1.920769,0.582
"7961","VAX1","hurdle",3.97919544012108e-07,-3.145771,1.721798,4.867569,0.582
"7240","SYCP2L","hurdle",0.00229192710647918,2.203669,3.095989,0.89232,0.582
"7191","STX18","hurdle",0.00139330605287615,2.444708,4.101067,1.656359,0.582
"7165","STK11IP","hurdle",0.00023256354573217,2.233856,2.801206,0.56735,0.582
"6821","SMG5","hurdle",0.0224314490877106,4.902951,5.44714,0.544189,0.582
"6617","SIAH1","hurdle",0.0193771523941153,3.87366,4.396559,0.522899,0.582
"6214","RIC8B","hurdle",0.00770119569509157,3.176571,4.37124,1.194669,0.582
"6191","RGAG4","hurdle",0.00403267240955114,1.850597,3.071307,1.22071,0.582
"6026","R3HCC1","hurdle",0.00158555460231432,2.746397,3.639091,0.892694,0.582
"5702","PM20D2","hurdle",0.00265932128647515,3.056719,4.861811,1.805092,0.582
"5589","PICK1","hurdle",9.30856184078497e-06,-0.6028727,0.9727628,1.5756355,0.582
"5183","NSMCE1","hurdle",0.0171317303007819,4.10847,5.040083,0.931613,0.582
"4980","NDUFAF1","hurdle",0.00795908313077832,4.603732,5.517107,0.913375,0.582
"4504","METTL2A","hurdle",0.00196061965718316,1.786868,3.162687,1.375819,0.582
"4414","MARCH4","hurdle",3.88573581011495e-06,-2.4906826,0.5597814,3.050464,0.582
"4281","LRRK1","hurdle",8.37317037528112e-05,-1.449163,1.328959,2.778122,0.582
"4087","LOC388796","hurdle",0.00420907401584408,2.750579,3.809791,1.059212,0.582
"3827","LOC100144602","hurdle",5.21020802494833e-06,-1.5012518,0.8559289,2.3571807,0.582
"3414","KCNH5","hurdle",5.35685240903242e-06,0.3799522,3.5951137,3.2151615,0.582
"2870","GPR85","hurdle",0.00186407981913663,2.223864,4.370707,2.146843,0.582
"2251","FADS3","hurdle",0.00219536951476629,0.4294855,2.9092381,2.4797526,0.582
"2125","ELFN1","hurdle",1.40642770282402e-06,-2.9162893,0.9329382,3.8492275,0.582
"1867","DGKZ","hurdle",0.00034465622964008,0.07662128,1.01696986,0.94034858,0.582
"1322","CDH3","hurdle",5.79471765948553e-06,-2.389042,2.761155,5.150197,0.582
"1271","CCS","hurdle",0.00563712290188548,2.771309,4.110662,1.339353,0.582
"1059","C9orf142","hurdle",0.00121217304877065,0.612184,2.655002,2.042818,0.582
"883","C1orf109","hurdle",0.000354638477121886,3.601573,4.263551,0.661978,0.582
"857","C17orf90","hurdle",0.000881915768808333,0.7354659,2.5479659,1.8125,0.582
"8016","WASH1","hurdle",0.00116315068957741,-0.0730148,0.4987381,0.5717529,0.581
"7362","TCTEX1D1","hurdle",1.86014194529795e-07,-3.231163,3.476451,6.707614,0.581
"6854","SNHG7","hurdle",0.00162548727209498,0.890055,2.261427,1.371372,0.581
"6763","SLC5A6","hurdle",0.000211203523081674,2.834401,3.736497,0.902096,0.581
"6611","SHISA8","hurdle",4.66425613119136e-06,-1.129283,0.8000996,1.9293826,0.581
"6507","SCYL1","hurdle",0.000287241327393174,1.407053,2.741529,1.334476,0.581
"6452","SBK1","hurdle",0.000515152551999721,-0.1028853,1.3636098,1.4664951,0.581
"6232","RLTPR","hurdle",1.87509222916144e-06,-1.7307336,0.3511449,2.0818785,0.581
"5766","PORCN","hurdle",0.000787189705176178,1.114324,4.682153,3.567829,0.581
"5503","PDLIM7","hurdle",0.00134224868820699,0.9001297,2.19323,1.2931003,0.581
"4953","NCOR2","hurdle",0.0204959070984565,3.030588,3.670567,0.639979,0.581
"4772","MRPL38","hurdle",0.0118335746722262,2.536376,3.218178,0.681802,0.581
"4564","MIR137HG","hurdle",8.32504076750296e-06,-2.04182,3.208679,5.250499,0.581
"4466","MED15","hurdle",0.00430853699320436,3.031734,3.775622,0.743888,0.581
"4464","MED1","hurdle",0.0407972924373445,4.787953,5.757964,0.970011,0.581
"4319","LYPD6B","hurdle",4.38361883384032e-05,-0.02456515,4.14592631,4.17049146,0.581
"3120","HPS1","hurdle",0.00285965446645455,2.286651,4.000757,1.714106,0.581
"2810","GORAB","hurdle",0.00419151628267271,3.610804,4.335684,0.72488,0.581
"2709","GEMIN5","hurdle",0.00432546870758474,3.287227,4.639488,1.352261,0.581
"2064","ECSIT","hurdle",0.00292457359435075,2.607273,3.889979,1.282706,0.581
"978","C3orf39","hurdle",0.00539732888459563,3.756552,5.331286,1.574734,0.581
"803","C15orf23","hurdle",0.000887465208605009,3.762777,5.032027,1.26925,0.581
"8315","ZNF514","hurdle",7.31697036562922e-05,0.04972128,4.04945785,3.99973657,0.58
"8222","ZNF14","hurdle",0.00219136206171431,3.503382,5.033373,1.529991,0.58
"7734","TSC2","hurdle",0.0162580223758221,2.923532,4.249723,1.326191,0.58
"7591","TMTC1","hurdle",0.000766552165606202,3.483418,5.426802,1.943384,0.58
"7077","SPRYD4","hurdle",9.33399328726617e-05,1.052434,2.769255,1.716821,0.58
"6513","SDK1","hurdle",0.000456964511851643,-0.1540864,2.6980657,2.8521521,0.58
"6262","RNF19B","hurdle",0.00358229069149626,2.313284,3.838559,1.525275,0.58
"5383","PANX2","hurdle",7.5651233458513e-06,-2.78136,1.200676,3.982036,0.58
"5326","OSCP1","hurdle",0.00465881625702303,2.978053,3.953201,0.975148,0.58
"4067","LOC339290","hurdle",0.0041565943232808,2.829138,4.523131,1.693993,0.58
"3702","LINC00094","hurdle",0.00219284585319207,2.53799,3.920119,1.382129,0.58
"3539","KIF1C","hurdle",0.00365435967602364,1.496094,2.027543,0.531449,0.58
"3476","KHDC1","hurdle",0.000117378062036969,-0.1028853,2.8959834,2.9988687,0.58
"3337","ITGA3","hurdle",0.000109796779243713,1.7787,2.434386,0.655686,0.58
"3028","HELQ","hurdle",0.0102603917461664,3.193055,4.609576,1.416521,0.58
"2745","GLB1L3","hurdle",3.15227544398338e-05,-0.4801902,3.2276141,3.7078043,0.58
"2744","GLB1L2","hurdle",6.73199810766279e-06,-0.9557194,2.9539831,3.9097025,0.58
"2656","GADD45A","hurdle",0.00677390919283878,3.036309,4.101067,1.064758,0.58
"2578","FNDC4","hurdle",0.000995054327351198,2.949232,3.996623,1.047391,0.58
"2320","FAM184B","hurdle",0.0210408123988577,3.392674,4.520734,1.12806,0.58
"2208","ESRRG","hurdle",0.0307963273846808,3.366572,4.121458,0.754886,0.58
"2107","EIF3B","hurdle",0.01745637145407,3.632872,4.180957,0.548085,0.58
"1992","DPYSL4","hurdle",0.00141141412503882,0.5936797,3.1075345,2.5138548,0.58
"1927","DNAH5","hurdle",0.000811597120437446,1.54507,3.564723,2.019653,0.58
"1248","CCDC90A","hurdle",0.00116851916532583,3.461474,4.691986,1.230512,0.58
"1209","CCDC148","hurdle",0.000158325605463092,1.993898,4.447418,2.45352,0.58
"1088","CABYR","hurdle",0.00061644504670629,1.824384,3.984847,2.160463,0.58
"903","C1orf220","hurdle",1.73086077232911e-05,0.574935,3.549754,2.974819,0.58
"832","C16orf91","hurdle",0.000998965463656877,1.525678,2.778915,1.253237,0.58
"755","C11orf61","hurdle",0.00110280995121233,2.838336,4.045462,1.207126,0.58
"680","BOD1","hurdle",0.000947689088360929,2.546033,3.330821,0.784788,0.58
"631","BCL9L","hurdle",9.57892881015018e-05,1.502721,2.344004,0.841283,0.58
"8459","ZWILCH","hurdle",0.00098669001560316,2.42391,4.639488,2.215578,0.579
"7975","VLDLR","hurdle",4.45055776601537e-05,1.165338,5.156124,3.990786,0.579
"7376","TECTA","hurdle",6.25847107370596e-05,-0.5334322,3.0206386,3.5540708,0.579
"7026","SP4","hurdle",0.0154413019557012,5.121608,5.774757,0.653149,0.579
"6656","SLC17A8","hurdle",3.1251139508869e-05,1.262254,2.570389,1.308135,0.579
"5965","PTGFR","hurdle",2.31021571627723e-05,0.9924859,4.330219,3.3377331,0.579
"5167","NRIP2","hurdle",0.0111377758547281,3.786732,4.795546,1.008814,0.579
"4479","MEG8","hurdle",5.83688228408274e-06,-2.003752,1.681166,3.684918,0.579
"4417","MARK2","hurdle",0.00729670280844698,0.09427995,0.77457584,0.68029589,0.579
"4356","MAGEL2","hurdle",1.74992122024211e-05,-0.6028727,3.7788345,4.3817072,0.579
"4022","LOC283481","hurdle",3.90821753632223e-05,-1.280376,1.462832,2.743208,0.579
"3933","LOC100506994","hurdle",0.00384103966887114,3.147264,5.079049,1.931785,0.579
"3850","LOC100288346","hurdle",2.24466256080504e-06,-2.78136,1.509996,4.291356,0.579
"2760","GLRX2","hurdle",0.000669651285282153,1.610958,2.224201,0.613243,0.579
"2681","GAS6","hurdle",0.00483387814949618,-0.2735651,1.1958765,1.4694416,0.579
"2450","FBXO2","hurdle",0.00323779030191307,1.330894,2.658495,1.327601,0.579
"2295","FAM151B","hurdle",3.07913198427241e-05,0.7906637,2.5194382,1.7287745,0.579
"1965","DNTTIP1","hurdle",0.00165782158045104,2.502059,4.456977,1.954918,0.579
"1473","CITED1","hurdle",6.16616110623264e-05,-1.235568,1.137003,2.372571,0.579
"1251","CCDC99","hurdle",0.00110032100523343,3.662028,4.994863,1.332835,0.579
"1229","CCDC39","hurdle",0.0015701967213368,2.245756,3.001513,0.755757,0.579
"111","ADAM32","hurdle",4.73424620513689e-05,-0.6462001,2.9835245,3.6297246,0.579
"12","AARS2","hurdle",0.00081282876761235,2.21582,2.907771,0.691951,0.579
"8408","ZNF786","hurdle",0.000256624225625009,0.1711735,3.5019496,3.3307761,0.578
"7956","VASH2","hurdle",0.000172982399576404,0.3799522,4.2863056,3.9063534,0.578
"7368","TDP2","hurdle",0.00131760007804162,3.948989,4.909128,0.960139,0.578
"6382","RSPH9","hurdle",1.15256377586721e-05,1.901635,2.744818,0.843183,0.578
"6363","RRN3P3","hurdle",3.95967111613629e-05,0.228269,3.232309,3.00404,0.578
"5749","POLR2M","hurdle",0.00243562342052019,1.697265,2.696368,0.999103,0.578
"5125","NPHP4","hurdle",0.000612905859620344,2.211781,2.878119,0.666338,0.578
"4907","N6AMT2","hurdle",0.000624588108270659,2.106949,3.083051,0.976102,0.578
"4771","MRPL37","hurdle",0.0122488914641463,3.203262,3.85235,0.649088,0.578
"4282","LRRN2","hurdle",0.00252111734021205,1.95818,3.144121,1.185941,0.578
"3710","LINC00202","hurdle",1.84914357220199e-06,-2.988802,1.346389,4.335191,0.578
"3483","KIAA0090","hurdle",0.0196496887166932,2.894849,4.504814,1.609965,0.578
"3219","IGBP1P1","hurdle",0.00304395454868346,-0.4415097,1.6914319,2.1329416,0.578
"3172","HTR2C","hurdle",0.00018493272632671,3.459772,6.070701,2.610929,0.578
"2943","GTF2H3","hurdle",0.00260795082022965,3.314791,3.830066,0.515275,0.578
"2942","GTF2H2","hurdle",0.00482371399729474,-0.1963972,1.6777277,1.8741249,0.578
"2928","GSDMB","hurdle",0.000372416806476104,2.207731,3.617718,1.409987,0.578
"2876","GPRIN3","hurdle",0.000951931861287308,2.75197,4.634176,1.882206,0.578
"2553","FLJ41649","hurdle",2.64285880608442e-06,-3.065153,2.304422,5.369575,0.578
"2552","FLJ41278","hurdle",1.3354533754049e-07,-3.145771,3.442412,6.588183,0.578
"2534","FLJ22184","hurdle",3.06907354038983e-05,-1.08886875,-0.02107781,1.06779094,0.578
"2210","ESYT3","hurdle",0.000294323112245584,1.708775,4.212189,2.503414,0.578
